#city,county,state,lat,lon
Glenhaven,Lake,California,38.99008,-122.522035
Glenn,Glenn,California,39.606871,-122.038443
Glennville,Kern,California,35.737677,-118.71693
Gold Run,Placer,California,39.175102,-120.856909
Goleta,Santa Barbara,California,34.4901,-120.0384
Gonzales,Monterey,California,36.490038,-121.410347
Goodyears Bar,Sierra,California,39.572891,-120.820698
Goshen,Tulare,California,36.351111,-119.419167
Granada Hills,Los Angeles,California,34.277068,-118.4992
Grand Terrace,San Bernardino,California,34.033889,-117.312778
Granite Bay,Placer,California,38.7438,-121.1898
Grass Valley,Nevada,California,39.207617,-121.037401
Graton,Sonoma,California,38.434971,-122.866766
Green Valley Lake,San Bernardino,California,34.237778,-117.079722
Greenbrae,Marin,California,37.950599,-122.535501
Greenfield,Monterey,California,36.320178,-121.24507
Greenview,Siskiyou,California,41.550833,-122.904444
Greenville,Plumas,California,40.142404,-120.927299
Greenwood,El Dorado,California,38.936234,-120.916589
Grenada,Siskiyou,California,41.612512,-122.525829
Gridley,Butte,California,39.358855,-121.689777
Grimes,Colusa,California,39.074444,-121.892778
Grizzly Flats,El Dorado,California,38.628665,-120.542508
Groveland,Tuolumne,California,37.840899,-120.191809
Grover Beach,San Luis Obispo,California,35.120969,-120.617348
Guadalupe,Santa Barbara,California,34.959989,-120.570329
Gualala,Mendocino,California,38.803619,-123.553975
Guasti,San Bernardino,California,34.065,-117.585556
Guatay,San Diego,California,32.848889,-116.556389
Guerneville,Sonoma,California,38.509573,-122.994416
Guinda,Yolo,California,38.816568,-122.189659
Gustine,Merced,California,37.242456,-121.003965
Hacienda Heights,Los Angeles,California,33.997741,-117.965205
Half Moon Bay,San Mateo,California,37.479057,-122.445929
Hamilton City,Glenn,California,39.742778,-122.0125
Hanford,Kings,California,36.331419,-119.649094
Happy Camp,Siskiyou,California,41.801802,-123.388045
Harbor City,Los Angeles,California,33.797006,-118.299114
Harmony,San Luis Obispo,California,35.508611,-121.021667
Hat Creek,Shasta,California,40.767673,-121.463687
Hathaway Pines,Calaveras,California,38.191944,-120.364444
Hawaiian Gardens,Los Angeles,California,33.82958,-118.072964
Hawthorne,Los Angeles,California,33.913214,-118.346978
Hayfork,Trinity,California,40.550431,-123.163416
Hayward,Alameda,California,37.6564,-122.0957
Healdsburg,Sonoma,California,38.61553,-122.856529
Heber,Imperial,California,32.698918,-115.428281
Helendale,San Bernardino,California,34.749859,-117.33666
Helm,Fresno,California,36.499231,-120.093598
Hemet,Riverside,California,33.741613,-116.972974
Herald,Sacramento,California,38.31282,-121.158898
Hercules,Contra Costa,California,38.006649,-122.263702
Herlong,Lassen,California,40.148492,-120.171271
Hermosa Beach,Los Angeles,California,33.864309,-118.395511
Hesperia,San Bernardino,California,34.426389,-117.3
Hickman,Stanislaus,California,37.619989,-120.71722
Hidden Valley Lake,Lake,California,39.962583,-123.814656
Highland,San Bernardino,California,34.126969,-117.208717
Hilmar,Merced,California,37.408377,-120.856144
Hinkley,San Bernardino,California,34.92788,-117.180867
Hollister,San Benito,California,36.848404,-121.387101
Holt,San Joaquin,California,37.934444,-121.426111
Holtville,Imperial,California,32.810387,-115.377456
Holy City,Santa Clara,California,37.156944,-121.977778
Homeland,Riverside,California,33.74528,-117.111845
Homewood,Placer,California,39.078157,-120.179035
Honeydew,Humboldt,California,40.244444,-124.121667
Hood,Sacramento,California,38.368333,-121.516389
Hoopa,Humboldt,California,41.105937,-123.692754
Hopland,Mendocino,California,38.972056,-123.116956
Hornbrook,Siskiyou,California,41.907738,-122.526528
Hornitos,Mariposa,California,37.492226,-120.226443
Hughson,Stanislaus,California,37.594364,-120.865281
Hume,Fresno,California,36.785,-118.912778
Huntington Beach,Orange,California,33.7152,-118.0088
Huntington Park,Los Angeles,California,33.976879,-118.216053
Huron,Fresno,California,36.237144,-120.101964
Hyampom,Trinity,California,40.6175,-123.451389
Hydesville,Humboldt,California,40.549576,-124.084489
Idyllwild,Riverside,California,33.730433,-116.710665
Igo,Shasta,California,40.431795,-122.654023
Imperial,Imperial,California,32.846954,-115.572984
Imperial Beach,San Diego,California,32.578289,-117.11478
Independence,Inyo,California,36.839578,-118.204808
Indian Wells,Riverside,California,33.716334,-116.338129
Indio,Riverside,California,33.721899,-116.235729
Inglewood,Los Angeles,California,33.955048,-118.355575
Inverness,Marin,California,38.083514,-122.856774
Inyokern,Kern,California,35.674498,-117.834844
Ione,Amador,California,38.351882,-120.943265
Irvine,Orange,California,33.7357,-117.7672
Isleton,Sacramento,California,38.155392,-121.604858
Ivanhoe,Tulare,California,36.385622,-119.218884
Jackson,Amador,California,38.357514,-120.754877
Jacumba,San Diego,California,32.624934,-116.195184
Jamestown,Tuolumne,California,37.906544,-120.494567
Jamul,San Diego,California,32.716289,-116.832332
Janesville,Lassen,California,40.296325,-120.50982
Jenner,Sonoma,California,38.474093,-123.135379
Johannesburg,Kern,California,35.370655,-117.637325
Jolon,Monterey,California,35.970833,-121.175
Joshua Tree,San Bernardino,California,34.150163,-116.303763
Julian,San Diego,California,33.053355,-116.565812
Junction City,Trinity,California,40.768187,-123.062671
June Lake,Mono,California,37.777324,-119.082492
Kaweah,Tulare,California,36.469722,-118.9175
Keeler,Inyo,California,36.487222,-117.873056
Keene,Kern,California,35.237502,-118.607563
Kelseyville,Lake,California,38.946164,-122.781707
Kentfield,Marin,California,37.952222,-122.556111
Kenwood,Sonoma,California,38.416794,-122.554679
Kerman,Fresno,California,36.730576,-120.072444
Kernville,Kern,California,35.755005,-118.404723
Kettleman City,Kings,California,36.021501,-119.964361
Keyes,Stanislaus,California,37.556667,-120.914444
King City,Monterey,California,36.202776,-121.127329
Kings Beach,Placer,California,39.240119,-120.023287
Kings Canyon National Pk,Tulare,California,36.780601,-119.068201
Kingsburg,Fresno,California,36.508047,-119.543298
Kirkwood,Alpine,California,38.702778,-120.071667
Kit Carson,Amador,California,38.431944,-120.570833
Klamath,Del Norte,California,41.542075,-124.033907
Klamath River,Siskiyou,California,41.863699,-122.819693
Kneeland,Humboldt,California,40.71262,-123.946421
Knights Landing,Yolo,California,38.822032,-121.720003
Knightsen,Contra Costa,California,37.9818,-121.672149
Korbel,Humboldt,California,40.824369,-123.859413
Kyburz,El Dorado,California,38.780036,-120.25529
La Canada Flintridge,Los Angeles,California,34.209282,-118.199008
La Crescenta,Los Angeles,California,34.231619,-118.245687
La Grange,Stanislaus,California,37.678915,-120.358131
La Habra,Orange,California,33.932173,-117.949703
La Honda,San Mateo,California,37.272285,-122.293889
La Jolla,San Diego,California,32.845488,-117.25208
La Mesa,San Diego,California,32.760431,-117.011541
La Mirada,Los Angeles,California,33.8953,-118.0024
La Palma,Orange,California,33.849017,-118.040618
La Puente,Los Angeles,California,34.029428,-117.934098
La Quinta,Riverside,California,34.3278,-118.6406
La Verne,Los Angeles,California,34.115905,-117.77077
Ladera Ranch,Orange,California,33.5554,-117.6384
Lafayette,Contra Costa,California,37.896105,-122.11194
Laguna Beach,Orange,California,33.542927,-117.772351
Laguna Hills,Orange,California,33.60028,-117.70854
Laguna Niguel,Orange,California,33.5225,-117.706667
Laguna Woods,Orange,California,33.6087,-117.7311
Lagunitas,Marin,California,38.013929,-122.701576
Lake Arrowhead,San Bernardino,California,34.248333,-117.188333
Lake City,Modoc,California,41.668208,-120.181424
Lake Elsinore,Riverside,California,33.659816,-117.348535
Lake Forest,Orange,California,33.640015,-117.68819
Lake Hughes,Los Angeles,California,34.668297,-118.444719
Lake Isabella,Kern,California,35.617889,-118.441256
Lakehead,Shasta,California,40.958775,-122.359281
Lakeport,Lake,California,39.055147,-122.915082
Lakeshore,Fresno,California,37.253,-119.1738
Lakeside,San Diego,California,32.856181,-116.920089
Lakewood,Los Angeles,California,33.8517,-118.1328
Lamont,Kern,California,35.257059,-118.912419
Lancaster,Los Angeles,California,34.690888,-118.149129
Landers,San Bernardino,California,34.403056,-116.591667
Larkspur,Marin,California,37.936743,-122.536202
Lathrop,San Joaquin,California,37.820897,-121.282652
Laton,Fresno,California,36.437834,-119.715565
Lawndale,Los Angeles,California,33.887908,-118.351014
Laytonville,Mendocino,California,39.667811,-123.486862
Le Grand,Merced,California,37.234175,-120.251737
Lebec,Kern,California,34.828862,-118.879126
Lee Vining,Mono,California,37.988988,-119.123413
Leggett,Mendocino,California,39.865833,-123.713056
Lemon Cove,Tulare,California,36.396084,-119.004986
Lemon Grove,San Diego,California,32.73323,-117.032646
Lemoore,Kings,California,36.309535,-119.831017
Lewiston,Trinity,California,40.745986,-122.842591
Likely,Modoc,California,41.230556,-120.503056
Lincoln,Placer,California,38.904035,-121.295541
Lincoln Acres,San Diego,California,32.667778,-117.071944
Linden,San Joaquin,California,38.021869,-121.074442
Lindsay,Tulare,California,36.209551,-119.088427
Litchfield,Lassen,California,40.362788,-120.253975
Little Lake,Inyo,California,35.936667,-117.905833
Little River,Mendocino,California,39.271042,-123.753089
Littlerock,Los Angeles,California,34.547372,-117.957405
Live Oak,Sutter,California,39.266904,-121.66393
Livermore,Alameda,California,37.68299,-121.762983
Livingston,Merced,California,37.376168,-120.716156
Llano,Los Angeles,California,34.495914,-117.798841
Lockeford,San Joaquin,California,38.162436,-121.135611
Lockwood,Monterey,California,35.989287,-121.205946
Lodi,San Joaquin,California,38.123579,-121.263034
Loleta,Humboldt,California,40.6531,-124.228826
Loma Linda,San Bernardino,California,34.0524,-117.2618
Loma Mar,San Mateo,California,37.254437,-122.281996
Lomita,Los Angeles,California,33.793339,-118.31693
Lompoc,Santa Barbara,California,34.658349,-120.450605
Lone Pine,Inyo,California,36.579781,-118.057824
Long Barn,Tuolumne,California,38.20336,-120.001159
Long Beach,Los Angeles,California,33.7705,-118.1885
Lookout,Modoc,California,41.208056,-121.154167
Loomis,Placer,California,38.80711,-121.169826
Los Alamitos,Orange,California,33.795291,-118.069891
Los Alamos,Santa Barbara,California,34.744444,-120.277222
Los Altos,Santa Clara,California,37.381432,-122.125754
Los Angeles,Los Angeles,California,33.973093,-118.247896
Los Banos,Merced,California,37.06266,-120.854387
Los Gatos,Santa Clara,California,37.211677,-121.978684
Los Gatos,Santa Cruz,California,37.1536,-121.9812
Los Molinos,Tehama,California,40.049735,-122.099175
Los Olivos,Santa Barbara,California,34.667778,-120.113889
Los Osos,San Luis Obispo,California,35.317203,-120.833261
Lost Hills,Kern,California,35.613111,-119.721573
Lotus,El Dorado,California,38.801712,-120.928864
Lower Lake,Lake,California,38.860682,-122.575426
Loyalton,Sierra,California,39.662974,-120.229662
Lucerne,Lake,California,39.083393,-122.785125
Lucerne Valley,San Bernardino,California,34.44695,-116.918857
Ludlow,San Bernardino,California,34.901779,-116.386202
Lynwood,Los Angeles,California,33.924076,-118.201289
Lytle Creek,San Bernardino,California,34.255755,-117.518613
Macdoel,Siskiyou,California,41.883028,-121.944472
Mad River,Trinity,California,40.352352,-123.413994
Madeline,Lassen,California,41.051111,-120.474444
Madera,Madera,California,36.9528,-119.8806
Madison,Yolo,California,38.680164,-121.972129
Magalia,Butte,California,39.831728,-121.597455
Malibu,Los Angeles,California,34.0382,-118.7082
Mammoth Lakes,Mono,California,37.642361,-118.976383
Manchester,Mendocino,California,38.992088,-123.670962
Manhattan Beach,Los Angeles,California,33.889594,-118.399562
Manteca,San Joaquin,California,37.80875,-121.21856
Manton,Tehama,California,40.433125,-121.836521
March Air Reserve Base,Riverside,California,33.895556,-117.276111
Maricopa,Kern,California,35.038353,-119.407661
Marina,Monterey,California,36.684922,-121.793383
Marina Del Rey,Los Angeles,California,33.977876,-118.452475
Mariposa,Mariposa,California,37.503918,-119.892496
Markleeville,Alpine,California,38.76473,-119.807275
Marshall,Marin,California,38.176221,-122.890011
Martell,Amador,California,38.366944,-120.795
Martinez,Contra Costa,California,37.993246,-122.111693
Marysville,Yuba,California,39.141653,-121.522467
Mather,Sacramento,California,38.549224,-121.282394
Maxwell,Colusa,California,39.292494,-122.195161
Maywood,Los Angeles,California,33.988992,-118.187685
Mc Farland,Kern,California,35.675779,-119.227156
Mc Kittrick,Kern,California,35.303097,-119.636627
Mcarthur,Lassen,California,41.111407,-121.214896
Mcclellan,Sacramento,California,38.655416,-121.40311
Mccloud,Siskiyou,California,41.252108,-122.13562
Mckinleyville,Humboldt,California,40.875833,-124.083056
Meadow Valley,Plumas,California,39.918488,-121.05629
Meadow Vista,Placer,California,39.003101,-121.029155
Mecca,Riverside,California,33.571667,-116.076389
Mendocino,Mendocino,California,39.323212,-123.78846
Mendota,Fresno,California,36.742365,-120.409287
Menifee,Riverside,California,33.664744,-117.1743
Menlo Park,San Mateo,California,37.453401,-122.179136
Mentone,San Bernardino,California,34.077372,-117.112581
Merced,Merced,California,37.300724,-120.461668
Meridian,Sutter,California,39.116812,-121.88138
Mi Wuk Village,Tuolumne,California,38.105576,-120.131762
Middletown,Lake,California,38.782504,-122.64352
Midpines,Mariposa,California,37.571009,-119.946548
Midway City,Orange,California,33.744794,-117.983539
Milford,Lassen,California,40.182763,-120.389508
Mill Creek,Tehama,California,40.326389,-121.521667
Mill Valley,Marin,California,37.895757,-122.533885
Millbrae,San Mateo,California,37.600382,-122.401985
Millville,Shasta,California,40.565316,-122.111088
Milpitas,Santa Clara,California,37.436491,-121.892885
Mineral,Tehama,California,40.328826,-121.524807
Mira Loma,Riverside,California,33.993845,-117.523574
Miramonte,Fresno,California,36.68938,-119.047718
Miranda,Humboldt,California,40.234722,-123.8225
Mission Hills,Los Angeles,California,34.261873,-118.458659
Mission Viejo,Orange,California,33.6,-117.6711
Moccasin,Tuolumne,California,37.810833,-120.298889
Modesto,Stanislaus,California,37.674649,-121.011303
Mojave,Kern,California,35.047767,-118.173475
Mokelumne Hill,Calaveras,California,38.328918,-120.567705
Mono Hot Springs,Fresno,California,37.168,-119.2095
Monrovia,Los Angeles,California,34.143959,-118.001376
Montague,Siskiyou,California,41.724294,-122.463799
Montara,San Mateo,California,37.542222,-122.515
Montclair,San Bernardino,California,34.073298,-117.698669
Monte Rio,Sonoma,California,38.462668,-123.00447
Montebello,Los Angeles,California,34.013342,-118.112986
Monterey,Monterey,California,36.595642,-121.8848
Monterey Park,Los Angeles,California,34.053409,-118.127144
Montgomery Creek,Shasta,California,40.912378,-121.923313
Montrose,Los Angeles,California,34.211425,-118.230529
Moorpark,Ventura,California,34.285556,-118.881111
Moraga,Contra Costa,California,37.843653,-122.124185
Moreno Valley,Riverside,California,33.8858,-117.2211
Morgan Hill,Santa Clara,California,37.129171,-121.64636
Morongo Valley,San Bernardino,California,34.060646,-116.565641
Morro Bay,San Luis Obispo,California,35.37953,-120.844745
Moss Beach,San Mateo,California,37.531039,-122.50683
Moss Landing,Monterey,California,36.804444,-121.785833
Mount Aukum,El Dorado,California,38.55,-120.7304
Mount Hamilton,Santa Clara,California,37.316087,-121.639948
Mount Hermon,Santa Cruz,California,37.051111,-122.0575
Mount Laguna,San Diego,California,32.872222,-116.4175
Mount Shasta,Siskiyou,California,41.317435,-122.324017
Mount Wilson,Los Angeles,California,34.226389,-118.065278
Mountain Center,Riverside,California,33.531667,-116.581954
Mountain Pass,San Bernardino,California,35.470278,-115.544167
Mountain Ranch,Calaveras,California,38.220363,-120.548137
Mountain View,Santa Clara,California,37.41001,-122.051944
Mt Baldy,Los Angeles,California,34.218082,-117.580219
Murphys,Calaveras,California,38.126896,-120.461772
Murrieta,Riverside,California,33.563071,-117.273838
Myers Flat,Humboldt,California,40.194758,-123.822713
Napa,Napa,California,38.328137,-122.305518
National City,San Diego,California,32.674916,-117.089747
Navarro,Mendocino,California,39.065833,-123.443889
Needles,San Bernardino,California,34.782369,-114.587134
Nelson,Butte,California,39.552222,-121.764444
Nevada City,Nevada,California,39.275395,-121.019634
New Almaden,Santa Clara,California,37.176111,-121.819722
New Cuyama,Santa Barbara,California,34.996709,-119.823806
Newark,Alameda,California,37.536812,-122.031956
Newberry Springs,San Bernardino,California,34.885001,-116.746373
Newbury Park,Ventura,California,34.184167,-118.909722
Newcastle,Placer,California,38.872467,-121.142616
Newhall,Los Angeles,California,34.379519,-118.523005
Newman,Stanislaus,California,37.317591,-121.025943
Newport Beach,Orange,California,33.6398,-117.8643
Newport Coast,Orange,California,33.596382,-117.855317
Nicasio,Marin,California,38.054622,-122.696402
Nice,Lake,California,39.122341,-122.842409
Nicolaus,Sutter,California,38.882726,-121.553043
Niland,Imperial,California,33.378373,-115.696455
Nipomo,San Luis Obispo,California,35.029806,-120.489413
Nipton,San Bernardino,California,35.46761,-115.481436
Norco,Riverside,California,33.94,-117.553333
Norden,Nevada,California,39.319566,-120.400876
North Fork,Madera,California,37.212531,-119.514324
North Highlands,Sacramento,California,38.68855,-121.374913
North Hills,Los Angeles,California,34.236636,-118.47582
North Hollywood,Los Angeles,California,34.16867,-118.371274
North Palm Springs,Riverside,California,33.900278,-116.527222
North San Juan,Nevada,California,39.354037,-121.13498
Northridge,Los Angeles,California,34.236743,-118.546595
Norwalk,Los Angeles,California,33.90564,-118.081767
Novato,Marin,California,38.1163,-122.571416
Nubieber,Lassen,California,41.095833,-121.181944
Nuevo,Riverside,California,33.807712,-117.118704
O Neals,Madera,California,37.086874,-119.745369
Oak Park,Ventura,California,34.136389,-118.773611
Oak Run,Shasta,California,40.68631,-122.040932
Oak View,Ventura,California,34.402021,-119.298168
Oakdale,Stanislaus,California,37.775323,-120.849474
Oakhurst,Madera,California,37.347561,-119.644854
Oakland,Alameda,California,37.780595,-122.216587
Oakley,Contra Costa,California,37.994034,-121.703623
Oakville,Napa,California,38.436944,-122.401111
Obrien,Shasta,California,40.812222,-122.323056
Occidental,Sonoma,California,38.396911,-122.988194
Oceano,San Luis Obispo,California,35.10187,-120.608044
Oceanside,San Diego,California,33.1951,-117.3776
Ocotillo,Imperial,California,32.738611,-115.993333
Ojai,Ventura,California,34.44512,-119.256477
Olancha,Inyo,California,36.320833,-118.025556
Old Station,Shasta,California,40.62557,-121.458476
Olema,Marin,California,38.040833,-122.786944
Olivehurst,Yuba,California,39.089483,-121.550059
Olympic Valley,Placer,California,39.155556,-120.215
Ontario,San Bernardino,California,34.0631,-117.6197
Onyx,Kern,California,35.713584,-118.190227
Orange,Orange,California,33.7877,-117.8755
Orange Cove,Fresno,California,36.624283,-119.313502
Orangevale,Sacramento,California,38.682384,-121.222902
Oregon House,Yuba,California,39.314388,-121.209229
Orick,Humboldt,California,41.30724,-124.050319
Orinda,Contra Costa,California,37.878659,-122.172848
Orland,Glenn,California,39.744578,-122.157885
Orleans,Humboldt,California,41.318092,-123.529564
Oro Grande,San Bernardino,California,34.617832,-117.332733
Orosi,Tulare,California,36.546368,-119.281522
Oroville,Butte,California,39.532967,-121.578396
Oxnard,Ventura,California,34.214142,-119.174952
Pacific Grove,Monterey,California,36.616737,-121.921957
Pacific Palisades,Los Angeles,California,34.054097,-118.536874
Pacifica,San Mateo,California,37.619559,-122.481607
Pacoima,Los Angeles,California,34.258081,-118.420692
Paicines,San Benito,California,36.49478,-121.032853
Pala,San Diego,California,33.377662,-117.071725
Palermo,Butte,California,39.436148,-121.545389
Palm Desert,Riverside,California,33.7611,-116.3249
Palm Springs,Riverside,California,33.841406,-116.53466
Palmdale,Los Angeles,California,34.571483,-118.061306
Palo Alto,Santa Clara,California,37.444324,-122.149685
Palo Cedro,Shasta,California,40.576661,-122.239805
Palo Verde,Imperial,California,33.432778,-114.731389
Palomar Mountain,San Diego,California,33.322778,-116.877778
Palos Verdes Peninsula,Los Angeles,California,33.770094,-118.374763
Panorama City,Los Angeles,California,34.226158,-118.447009
Paradise,Butte,California,39.746389,-121.636111
Paramount,Los Angeles,California,33.896867,-118.163152
Parker Dam,San Bernardino,California,34.297977,-114.155969
Parlier,Fresno,California,36.610265,-119.537482
Pasadena,Los Angeles,California,34.146762,-118.139119
Paskenta,Tehama,California,39.884722,-122.544722
Paso Robles,San Luis Obispo,California,35.635248,-120.670676
Patterson,Stanislaus,California,37.490592,-121.140732
Patton,San Bernardino,California,34.135833,-117.223056
Pauma Valley,San Diego,California,33.306285,-116.959552
Paynes Creek,Tehama,California,40.351415,-121.764952
Pearblossom,Los Angeles,California,34.491124,-117.902893
Pebble Beach,Monterey,California,36.590735,-121.942044
Penn Valley,Nevada,California,39.218778,-121.193519
Penngrove,Sonoma,California,38.315948,-122.671772
Penryn,Placer,California,38.856654,-121.179149
